week,league_name,spread_covered_cat,total_covered_cat,total_cat,draw_cat,draw_result_cat,home_win_last_10_cat,away_win_last_10_cat,game_count
2024-04-01,epl,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 < .25,1
2024-04-01,epl,home_covered_spread,over_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2024-04-01,epl,home_covered_spread,over_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-01,epl,home_covered_spread,over_covered,3 or more,draw +300 to +500,draw hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-01,epl,home_covered_spread,over_covered,3 or more,draw +300 to +500,draw hit,home win last 10 > .25,away win last 10 > .5,1
2024-04-01,epl,home_covered_spread,over_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-01,epl,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-01,epl,home_covered_spread,under_covered,3 or more,draw +300 to +500,draw hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-01,epl,home_covered_spread,under_covered,3 or more,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-01,epl,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2024-04-01,epl,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2024-04-01,laliga,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .5,away win last 10 > .25,1
2024-04-01,laliga,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-01,ligue1,away_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2024-04-01,ligue1,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-01,ligue1,away_covered_spread,under_covered,less than 3,draw +300 to +500,draw hit,home win last 10 > .25,away win last 10 < .25,2
2024-04-01,ligue1,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 < .25,1
2024-04-01,ligue1,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-01,ligue1,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-01,ligue1,home_covered_spread,under_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-01,ligue1,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-01,mls,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-01,mls,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-01,mls,away_covered_spread,over_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 < .25,1
2024-04-01,mls,away_covered_spread,over_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-01,mls,away_covered_spread,under_covered,3 or more,draw +300 to +500,draw hit,home win last 10 > .5,away win last 10 > .25,1
2024-04-01,mls,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-01,mls,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 > .25,2
2024-04-01,mls,home_covered_spread,neither_total_hit,3 or more,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-01,mls,home_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-01,mls,home_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-01,mls,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2024-04-01,mls,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .5,1
2024-04-01,mls,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-01,seriea,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-01,seriea,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2024-04-01,seriea,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-01,seriea,home_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .5,away win last 10 < .25,2
2024-04-01,seriea,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-01,seriea,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-01,seriea,home_covered_spread,over_covered,less than 3,draw less than +300,draw hit,home win last 10 < .25,away win last 10 < .25,1
2024-04-01,seriea,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2024-04-01,seriea,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-01,seriea,home_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 < .25,away win last 10 < .25,1
2024-04-01,seriea,home_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-01,seriea,home_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 < .25,away win last 10 > .5,1
2024-04-01,seriea,neither_covered_spread,under_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 > .5,away win last 10 < .25,1
2024-04-08,bundesliga,away_covered_spread,under_covered,3 or more,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-08,bundesliga,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-08,bundesliga,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 < .25,away win last 10 < .25,1
2024-04-08,bundesliga,home_covered_spread,over_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 > .75,away win last 10 > .25,1
2024-04-08,bundesliga,home_covered_spread,over_covered,3 or more,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-08,bundesliga,home_covered_spread,under_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 > .5,away win last 10 > .25,1
2024-04-08,bundesliga,home_covered_spread,under_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2024-04-08,bundesliga,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-08,bundesliga,neither_covered_spread,under_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2024-04-08,champions,away_covered_spread,over_covered,less than 3,draw +300 to +500,draw hit,home win last 10 > .5,away win last 10 > .25,1
2024-04-08,champions,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .5,1
2024-04-08,champions,away_covered_spread,over_covered,less than 3,draw less than +300,draw hit,home win last 10 > .5,away win last 10 > .5,1
2024-04-08,champions,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-08,epl,away_covered_spread,over_covered,3 or more,draw +300 to +500,draw hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-08,epl,away_covered_spread,over_covered,less than 3,draw less than +300,draw hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-08,epl,away_covered_spread,under_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 > .5,away win last 10 < .25,1
2024-04-08,epl,away_covered_spread,under_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 > .5,away win last 10 > .25,1
2024-04-08,epl,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-08,epl,home_covered_spread,over_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-08,epl,home_covered_spread,over_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 > .5,away win last 10 < .25,1
2024-04-08,epl,home_covered_spread,under_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2024-04-08,epl,home_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-08,europa,away_covered_spread,under_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 > .5,away win last 10 > .25,1
2024-04-08,europa,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .5,away win last 10 > .5,1
2024-04-08,europa,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-08,europa,home_covered_spread,under_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .75,away win last 10 > .25,1
2024-04-08,laliga,away_covered_spread,over_covered,less than 3,draw +300 to +500,draw hit,home win last 10 > .25,away win last 10 < .25,1
2024-04-08,laliga,away_covered_spread,under_covered,less than 3,draw +300 to +500,draw hit,home win last 10 > .25,away win last 10 > .5,1
2024-04-08,laliga,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-08,laliga,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .5,1
2024-04-08,laliga,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-08,laliga,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-08,laliga,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2024-04-08,laliga,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-08,laliga,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-08,ligue1,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-08,ligue1,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-08,ligue1,home_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2024-04-08,ligue1,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2024-04-08,ligue1,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .5,away win last 10 > .25,1
2024-04-08,ligue1,home_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-08,mls,away_covered_spread,over_covered,3 or more,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-08,mls,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2024-04-08,mls,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,3
2024-04-08,mls,away_covered_spread,over_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-08,mls,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-08,mls,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 > .5,1
2024-04-08,mls,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,2
2024-04-08,mls,home_covered_spread,over_covered,less than 3,draw less than +300,draw hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-08,mls,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2024-04-08,mls,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-08,mls,home_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 < .25,1
2024-04-08,seriea,away_covered_spread,over_covered,3 or more,draw +300 to +500,draw hit,home win last 10 > .25,away win last 10 < .25,1
2024-04-08,seriea,away_covered_spread,over_covered,3 or more,draw +500 or greater,draw hit,home win last 10 > .75,away win last 10 > .25,1
2024-04-08,seriea,away_covered_spread,under_covered,less than 3,draw +300 to +500,draw hit,home win last 10 > .5,away win last 10 > .25,1
2024-04-08,seriea,home_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 < .25,away win last 10 > .5,1
2024-04-08,seriea,home_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2024-04-08,seriea,home_covered_spread,over_covered,less than 3,draw less than +300,draw hit,home win last 10 < .25,away win last 10 > .5,1
2024-04-08,seriea,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2024-04-08,seriea,home_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 < .25,1
2024-04-15,bundesliga,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .5,1
2024-04-15,bundesliga,away_covered_spread,under_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2024-04-15,bundesliga,home_covered_spread,over_covered,3 or more,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2024-04-15,bundesliga,home_covered_spread,over_covered,3 or more,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-15,bundesliga,home_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 < .25,away win last 10 > .5,1
2024-04-15,bundesliga,home_covered_spread,under_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 < .25,away win last 10 > .5,1
2024-04-15,bundesliga,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2024-04-15,bundesliga,home_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-15,bundesliga,home_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .5,away win last 10 > .75,1
2024-04-15,champions,away_covered_spread,over_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 > .75,away win last 10 > .25,1
2024-04-15,champions,away_covered_spread,under_covered,3 or more,draw +300 to +500,draw hit,home win last 10 > .5,away win last 10 > .5,1
2024-04-15,champions,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .5,away win last 10 > .5,1
2024-04-15,champions,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .5,1
2024-04-15,epl,away_covered_spread,over_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-15,epl,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,2
2024-04-15,epl,away_covered_spread,under_covered,less than 3,draw +500 or greater,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-15,epl,home_covered_spread,over_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-15,epl,home_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2024-04-15,epl,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2024-04-15,epl,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2024-04-15,europa,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .5,away win last 10 > .5,1
2024-04-15,europa,home_covered_spread,under_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-15,europa,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-15,europa,home_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 > .75,1
2024-04-15,laliga,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-15,laliga,away_covered_spread,under_covered,3 or more,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-15,laliga,away_covered_spread,under_covered,less than 3,draw +300 to +500,draw hit,home win last 10 > .25,away win last 10 < .25,1
2024-04-15,laliga,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-15,laliga,home_covered_spread,over_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 > .5,1
2024-04-15,laliga,home_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2024-04-15,laliga,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2024-04-15,laliga,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-15,laliga,home_covered_spread,over_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-15,laliga,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-15,ligue1,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-15,ligue1,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-15,ligue1,away_covered_spread,over_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-15,ligue1,away_covered_spread,under_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2024-04-15,ligue1,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-15,ligue1,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-15,ligue1,home_covered_spread,over_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 > .5,1
2024-04-15,ligue1,home_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-15,ligue1,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-15,mls,away_covered_spread,over_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2024-04-15,mls,away_covered_spread,over_covered,3 or more,draw +300 to +500,draw hit,home win last 10 > .25,away win last 10 < .25,1
2024-04-15,mls,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-15,mls,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-15,mls,away_covered_spread,over_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 < .25,1
2024-04-15,mls,away_covered_spread,over_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-15,mls,away_covered_spread,under_covered,3 or more,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-15,mls,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-15,mls,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2024-04-15,mls,home_covered_spread,over_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2024-04-15,mls,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-15,mls,home_covered_spread,over_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-15,mls,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2024-04-15,mls,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-15,seriea,away_covered_spread,over_covered,less than 3,draw +300 to +500,draw hit,home win last 10 > .25,away win last 10 < .25,1
2024-04-15,seriea,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2024-04-15,seriea,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-15,seriea,away_covered_spread,under_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2024-04-15,seriea,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-15,seriea,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-15,seriea,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 < .25,1
2024-04-15,seriea,home_covered_spread,over_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 < .25,1
2024-04-15,seriea,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2024-04-15,seriea,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-22,bundesliga,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2024-04-22,bundesliga,away_covered_spread,over_covered,less than 3,draw less than +300,draw hit,home win last 10 > .5,away win last 10 > .5,1
2024-04-22,bundesliga,away_covered_spread,under_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2024-04-22,bundesliga,away_covered_spread,under_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 > .5,away win last 10 > .25,1
2024-04-22,bundesliga,away_covered_spread,under_covered,less than 3,draw +300 to +500,draw hit,home win last 10 > .25,away win last 10 < .25,1
2024-04-22,bundesliga,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2024-04-22,bundesliga,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 < .25,away win last 10 < .25,1
2024-04-22,bundesliga,home_covered_spread,over_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 > .5,away win last 10 > .5,1
2024-04-22,bundesliga,home_covered_spread,over_covered,3 or more,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-22,epl,away_covered_spread,over_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-22,epl,away_covered_spread,over_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-22,epl,away_covered_spread,over_covered,3 or more,draw less than +300,draw hit,home win last 10 > .5,away win last 10 > .25,1
2024-04-22,epl,away_covered_spread,under_covered,3 or more,draw +300 to +500,draw hit,home win last 10 > .25,away win last 10 < .25,1
2024-04-22,epl,away_covered_spread,under_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-22,epl,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-22,epl,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-22,epl,home_covered_spread,over_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-22,epl,home_covered_spread,over_covered,3 or more,draw +300 to +500,draw hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-22,epl,home_covered_spread,over_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 > .25,away win last 10 < .25,2
2024-04-22,epl,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2024-04-22,epl,home_covered_spread,under_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-22,epl,home_covered_spread,under_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2024-04-22,epl,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2024-04-22,epl,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-22,laliga,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-22,laliga,away_covered_spread,over_covered,less than 3,draw less than +300,draw hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-22,laliga,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-22,laliga,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .5,1
2024-04-22,laliga,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-22,laliga,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2024-04-22,laliga,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,3
2024-04-22,laliga,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .5,away win last 10 < .25,1
2024-04-22,ligue1,away_covered_spread,over_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2024-04-22,ligue1,away_covered_spread,over_covered,3 or more,draw +300 to +500,draw hit,home win last 10 > .5,away win last 10 < .25,1
2024-04-22,ligue1,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2024-04-22,ligue1,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,3
2024-04-22,ligue1,away_covered_spread,over_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 < .25,1
