week,league_name,spread_covered_cat,total_covered_cat,total_cat,draw_cat,draw_result_cat,home_win_last_10_cat,away_win_last_10_cat,game_count
2022-10-24,europa,neither_covered_spread,under_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 > .5,away win last 10 < .25,1
2022-10-24,europa,neither_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .75,1
2022-10-24,europa,neither_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2022-10-24,europa,neither_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .5,away win last 10 > .25,1
2022-10-24,europa,neither_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .5,away win last 10 > .5,1
2022-10-24,laliga,away_covered_spread,under_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2022-10-24,laliga,away_covered_spread,under_covered,3 or more,draw +500 or greater,draw hit,home win last 10 > .5,away win last 10 < .25,1
2022-10-24,laliga,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2022-10-24,laliga,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .75,away win last 10 > .25,1
2022-10-24,laliga,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 < .25,2
2022-10-24,laliga,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2022-10-24,laliga,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2022-10-24,laliga,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2022-10-24,laliga,neither_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2022-10-24,ligue1,away_covered_spread,over_covered,less than 3,draw +500 or greater,draw didnt hit,home win last 10 > .5,away win last 10 > .25,1
2022-10-24,ligue1,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .5,away win last 10 > .25,1
2022-10-24,ligue1,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 < .25,away win last 10 < .25,1
2022-10-24,ligue1,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 < .25,away win last 10 > .25,1
2022-10-24,ligue1,home_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .5,away win last 10 > .25,2
2022-10-24,ligue1,home_covered_spread,over_covered,less than 3,draw less than +300,draw hit,home win last 10 < .25,away win last 10 > .25,1
2022-10-24,ligue1,home_covered_spread,under_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2022-10-24,ligue1,neither_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2022-10-24,ligue1,neither_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .5,1
2022-10-24,mls,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .5,away win last 10 > .25,1
2022-10-24,mls,home_covered_spread,under_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2022-10-24,seriea,away_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .5,away win last 10 > .25,1
2022-10-24,seriea,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2022-10-24,seriea,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2022-10-24,seriea,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .5,1
2022-10-24,seriea,home_covered_spread,over_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 > .75,away win last 10 > .25,1
2022-10-24,seriea,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2022-10-24,seriea,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .5,1
2022-10-24,seriea,home_covered_spread,under_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 > .5,away win last 10 < .25,1
2022-10-24,seriea,home_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 < .25,away win last 10 > .5,1
2022-10-24,seriea,neither_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2022-10-31,bundesliga,away_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2022-10-31,bundesliga,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2022-10-31,bundesliga,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .5,1
2022-10-31,bundesliga,home_covered_spread,neither_total_hit,3 or more,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2022-10-31,bundesliga,home_covered_spread,over_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 < .25,away win last 10 > .75,1
2022-10-31,bundesliga,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .75,1
2022-10-31,bundesliga,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2022-10-31,bundesliga,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .5,1
2022-10-31,bundesliga,home_covered_spread,under_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2022-10-31,champions,away_covered_spread,over_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 < .25,away win last 10 > .5,1
2022-10-31,champions,away_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2022-10-31,champions,away_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2022-10-31,champions,away_covered_spread,over_covered,less than 3,draw +500 or greater,draw didnt hit,home win last 10 > .5,away win last 10 < .25,1
2022-10-31,champions,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .5,2
2022-10-31,champions,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2022-10-31,champions,away_covered_spread,under_covered,3 or more,draw +300 to +500,draw hit,home win last 10 < .25,away win last 10 > .25,1
2022-10-31,champions,home_covered_spread,over_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 > .5,away win last 10 < .25,1
2022-10-31,champions,home_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 > .5,1
2022-10-31,champions,home_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .5,away win last 10 < .25,2
2022-10-31,champions,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2022-10-31,champions,home_covered_spread,under_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 > .75,away win last 10 > .5,1
2022-10-31,champions,home_covered_spread,under_covered,3 or more,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .75,1
2022-10-31,champions,neither_covered_spread,under_covered,less than 3,draw +300 to +500,draw hit,home win last 10 < .25,away win last 10 > .25,1
2022-10-31,epl,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2022-10-31,epl,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2022-10-31,epl,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2022-10-31,epl,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .5,1
2022-10-31,epl,away_covered_spread,under_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 > .5,away win last 10 > .25,1
2022-10-31,epl,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2022-10-31,epl,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .5,away win last 10 > .75,1
2022-10-31,epl,home_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2022-10-31,epl,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .5,1
2022-10-31,epl,neither_covered_spread,over_covered,less than 3,draw less than +300,draw hit,home win last 10 < .25,away win last 10 < .25,1
2022-10-31,europa,away_covered_spread,under_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 > .75,away win last 10 < .25,1
2022-10-31,europa,away_covered_spread,under_covered,3 or more,draw +500 or greater,draw hit,home win last 10 > .5,away win last 10 < .25,1
2022-10-31,europa,away_covered_spread,under_covered,3 or more,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2022-10-31,europa,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2022-10-31,europa,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2022-10-31,europa,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .75,away win last 10 > .5,1
2022-10-31,europa,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 > .5,1
2022-10-31,europa,home_covered_spread,over_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2022-10-31,europa,home_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2022-10-31,europa,home_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .5,away win last 10 > .25,1
2022-10-31,europa,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2022-10-31,europa,neither_covered_spread,under_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2022-10-31,europa,neither_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2022-10-31,europa,neither_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2022-10-31,europa,neither_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2022-10-31,europa,neither_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .5,away win last 10 > .5,1
2022-10-31,laliga,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2022-10-31,laliga,away_covered_spread,under_covered,less than 3,draw +300 to +500,draw hit,home win last 10 > .25,away win last 10 < .25,1
2022-10-31,laliga,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2022-10-31,laliga,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2022-10-31,laliga,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 < .25,2
2022-10-31,laliga,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .5,away win last 10 > .25,1
2022-10-31,laliga,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2022-10-31,laliga,neither_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2022-10-31,laliga,neither_covered_spread,under_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 > .5,away win last 10 > .25,1
2022-10-31,ligue1,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .5,1
2022-10-31,ligue1,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 < .25,1
2022-10-31,ligue1,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 > .25,1
2022-10-31,ligue1,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .5,away win last 10 > .5,1
2022-10-31,ligue1,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2022-10-31,ligue1,neither_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .5,away win last 10 > .5,1
2022-10-31,ligue1,neither_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .5,1
2022-10-31,ligue1,neither_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2022-10-31,ligue1,neither_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2022-10-31,ligue1,neither_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2022-10-31,mls,away_covered_spread,over_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 > .75,1
2022-10-31,seriea,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .5,1
2022-10-31,seriea,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2022-10-31,seriea,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .5,away win last 10 > .75,1
2022-10-31,seriea,away_covered_spread,under_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 > .5,away win last 10 < .25,1
2022-10-31,seriea,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2022-10-31,seriea,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .5,away win last 10 > .25,1
2022-10-31,seriea,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .5,away win last 10 < .25,1
2022-10-31,seriea,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2022-10-31,seriea,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2022-10-31,seriea,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .5,1
2022-10-31,seriea,neither_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2022-10-31,seriea,neither_covered_spread,over_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 < .25,1
2022-11-07,bundesliga,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2022-11-07,bundesliga,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2022-11-07,bundesliga,away_covered_spread,over_covered,less than 3,draw less than +300,draw hit,home win last 10 > .5,away win last 10 > .25,1
2022-11-07,bundesliga,away_covered_spread,under_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 < .25,away win last 10 > .75,1
2022-11-07,bundesliga,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2022-11-07,bundesliga,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 > .5,1
2022-11-07,bundesliga,home_covered_spread,over_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 > .75,away win last 10 > .25,1
2022-11-07,bundesliga,home_covered_spread,over_covered,3 or more,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2022-11-07,bundesliga,home_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .5,away win last 10 > .25,1
2022-11-07,bundesliga,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .5,1
2022-11-07,bundesliga,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .75,away win last 10 > .5,1
2022-11-07,bundesliga,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,2
2022-11-07,bundesliga,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,2
2022-11-07,bundesliga,neither_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2022-11-07,bundesliga,neither_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2022-11-07,bundesliga,neither_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .75,1
2022-11-07,epl,away_covered_spread,neither_total_hit,3 or more,draw +500 or greater,draw didnt hit,home win last 10 > .5,away win last 10 < .25,1
2022-11-07,epl,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2022-11-07,epl,away_covered_spread,under_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 < .25,away win last 10 > .75,1
2022-11-07,epl,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2022-11-07,epl,home_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2022-11-07,epl,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2022-11-07,epl,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2022-11-07,epl,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .5,away win last 10 > .5,1
2022-11-07,epl,neither_covered_spread,over_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 > .5,away win last 10 < .25,1
2022-11-07,epl,neither_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .5,1
2022-11-07,laliga,away_covered_spread,neither_total_hit,3 or more,draw +500 or greater,draw didnt hit,home win last 10 > .5,away win last 10 < .25,1
2022-11-07,laliga,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2022-11-07,laliga,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .5,1
2022-11-07,laliga,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2022-11-07,laliga,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 < .25,1
2022-11-07,laliga,home_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2022-11-07,laliga,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2022-11-07,laliga,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .5,1
2022-11-07,laliga,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,2
2022-11-07,laliga,neither_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 > .5,1
2022-11-07,ligue1,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .5,away win last 10 > .25,1
2022-11-07,ligue1,away_covered_spread,over_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 > .25,1
2022-11-07,ligue1,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 < .25,away win last 10 > .25,1
2022-11-07,ligue1,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 > .25,1
2022-11-07,ligue1,home_covered_spread,over_covered,less than 3,draw +500 or greater,draw didnt hit,home win last 10 > .5,away win last 10 < .25,1
2022-11-07,ligue1,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2022-11-07,ligue1,home_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 < .25,away win last 10 > .25,1
2022-11-07,ligue1,neither_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .5,away win last 10 > .25,2
2022-11-07,ligue1,neither_covered_spread,under_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2022-11-07,seriea,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2022-11-07,seriea,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2022-11-07,seriea,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2022-11-07,seriea,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 > .25,1
2022-11-07,seriea,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 > .5,1
2022-11-07,seriea,home_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2022-11-07,seriea,home_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .5,away win last 10 > .25,1
2022-11-07,seriea,home_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .75,away win last 10 > .25,1
2022-11-07,seriea,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .5,1
2022-11-07,seriea,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,2
2022-11-07,seriea,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .5,away win last 10 > .25,2
2022-11-07,seriea,home_covered_spread,under_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 > .75,away win last 10 > .25,1
2022-11-07,seriea,home_covered_spread,under_covered,less than 3,draw +300 to +500,draw hit,home win last 10 < .25,away win last 10 > .5,1
2022-11-07,seriea,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 < .25,2
2022-11-07,seriea,home_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 < .25,away win last 10 > .25,1
2022-11-07,seriea,neither_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .5,1
2022-11-07,seriea,neither_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .5,1
2022-11-14,worldcup,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2022-11-21,worldcup,away_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 < .25,away win last 10 < .25,2
2022-11-21,worldcup,away_covered_spread,over_covered,less than 3,draw +500 or greater,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2022-11-21,worldcup,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2022-11-21,worldcup,away_covered_spread,under_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2022-11-21,worldcup,away_covered_spread,under_covered,less than 3,draw +300 to +500,draw hit,home win last 10 > .25,away win last 10 < .25,1
2022-11-21,worldcup,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,3
2022-11-21,worldcup,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2022-11-21,worldcup,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 < .25,away win last 10 < .25,1
2022-11-21,worldcup,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 > .25,1
2022-11-21,worldcup,home_covered_spread,over_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2022-11-21,worldcup,home_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2022-11-21,worldcup,home_covered_spread,over_covered,less than 3,draw +500 or greater,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2022-11-21,worldcup,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2022-11-21,worldcup,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2022-11-21,worldcup,home_covered_spread,under_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2022-11-21,worldcup,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2022-11-21,worldcup,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2022-11-21,worldcup,home_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 < .25,away win last 10 < .25,3
2022-11-21,worldcup,home_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 < .25,1
2022-11-21,worldcup,neither_covered_spread,under_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2022-11-21,worldcup,neither_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2022-11-21,worldcup,neither_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 < .25,away win last 10 < .25,1
2022-11-28,worldcup,away_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2022-11-28,worldcup,away_covered_spread,over_covered,less than 3,draw +500 or greater,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2022-11-28,worldcup,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2022-11-28,worldcup,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2022-11-28,worldcup,away_covered_spread,under_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2022-11-28,worldcup,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2022-11-28,worldcup,home_covered_spread,over_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2022-11-28,worldcup,home_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
